Summary;Error Type;Error Scope;Comment;Mode of Demise;Mode of Demise_P;Mode of Demise_TP;Mode of Demise_FP;Mode of Demise_FN;Mode of Demise_TN;Victim;Victim_P;Victim_TP;Victim_FP;Victim_FN;Victim_TN;Perpetrator;Perpetrator_P;Perpetrator_TP;Perpetrator_FP;Perpetrator_FN;Perpetrator_TN;Classification;Reason;Presentation mode;Narrator POV;words
Prometheus, once a respected Titan, is now a shadow of his former self, chained to a mountain as punishment for defying Zeus. His wife, Pronoia, has remarried Hephaestus, and Prometheus realizes he has nothing left to live for. Hermes, sent by Zeus, tries to deceive Prometheus into revealing the name of the sea-goddess Thetis, but Prometheus instead taunts him with a false prophecy about Leto, enraging Hermes. With his eyelids drooping due to a potion's effect wearing off, Prometheus welcomes eternal sleep, relieved to be free from pain and sorrow.;Generic character death;Summary;Generic Character Death;illness;;0;0;1;0;mortals, young children;;0;0;1;0;Pandora as proxy;;0;0;1;0;Incorrect;All three elements have FP or FN.;direct speech;third;7296
Prometheus, once a respected Titan, is now a shadow of his former self, chained to a mountain as punishment for defying Zeus. His wife, Pronoia, has remarried Hephaestus, and Prometheus realizes he has nothing left to live for. Hermes, sent by Zeus, tries to deceive Prometheus into revealing the name of the sea-goddess Thetis, but Prometheus instead taunts him with a false prophecy about Leto, enraging Hermes. With his eyelids drooping due to a potion's effect wearing off, Prometheus welcomes eternal sleep, relieved to be free from pain and sorrow.;False negative;Summary;;unspecified;;0;0;0;1;Lycaon;;0;0;1;0;Zeus;;0;0;1;0;Incorrect;Errors but no TPs.;direct speech;third;7296
Prometheus, once a respected Titan, is now a shadow of his former self, chained to a mountain as punishment for defying Zeus. His wife, Pronoia, has remarried Hephaestus, and Prometheus realizes he has nothing left to live for. Hermes, sent by Zeus, tries to deceive Prometheus into revealing the name of the sea-goddess Thetis, but Prometheus instead taunts him with a false prophecy about Leto, enraging Hermes. With his eyelids drooping due to a potion's effect wearing off, Prometheus welcomes eternal sleep, relieved to be free from pain and sorrow.;Generic character death;Summary;Generic Character Death;flood;;0;0;1;0;mortals;;0;0;1;0;Zeus;;0;0;1;0;Incorrect;All three elements have FP or FN.;narrator;third;7296
Prometheus, once a respected Titan, is now a shadow of his former self, chained to a mountain as punishment for defying Zeus. His wife, Pronoia, has remarried Hephaestus, and Prometheus realizes he has nothing left to live for. Hermes, sent by Zeus, tries to deceive Prometheus into revealing the name of the sea-goddess Thetis, but Prometheus instead taunts him with a false prophecy about Leto, enraging Hermes. With his eyelids drooping due to a potion's effect wearing off, Prometheus welcomes eternal sleep, relieved to be free from pain and sorrow.;False negative;Summary;;withdrawal;;0;0;1;0;Leuce;;0;0;1;0;Zeus;;0;0;1;0;Incorrect;All three elements have FP or FN.;direct speech;third;7296
Prometheus, once a respected Titan, is now a shadow of his former self, chained to a mountain as punishment for defying Zeus. His wife, Pronoia, has remarried Hephaestus, and Prometheus realizes he has nothing left to live for. Hermes, sent by Zeus, tries to deceive Prometheus into revealing the name of the sea-goddess Thetis, but Prometheus instead taunts him with a false prophecy about Leto, enraging Hermes. With his eyelids drooping due to a potion's effect wearing off, Prometheus welcomes eternal sleep, relieved to be free from pain and sorrow.;False negative;Summary;;unspecified;;0;0;0;1;Plutus;;0;0;1;0;Zeus;;0;0;1;0;Incorrect;Errors but no TPs.;direct speech;third;7296
Prometheus, once a respected Titan, is now a shadow of his former self, chained to a mountain as punishment for defying Zeus. His wife, Pronoia, has remarried Hephaestus, and Prometheus realizes he has nothing left to live for. Hermes, sent by Zeus, tries to deceive Prometheus into revealing the name of the sea-goddess Thetis, but Prometheus instead taunts him with a false prophecy about Leto, enraging Hermes. With his eyelids drooping due to a potion's effect wearing off, Prometheus welcomes eternal sleep, relieved to be free from pain and sorrow.;False negative;Summary;;struck by lightening;;0;0;1;0;Asclepius;;0;0;1;0;Zeus;;0;0;1;0;Incorrect;All three elements have FP or FN.;indirect speech;third;7296
Prometheus, once a respected Titan, is now a shadow of his former self, chained to a mountain as punishment for defying Zeus. His wife, Pronoia, has remarried Hephaestus, and Prometheus realizes he has nothing left to live for. Hermes, sent by Zeus, tries to deceive Prometheus into revealing the name of the sea-goddess Thetis, but Prometheus instead taunts him with a false prophecy about Leto, enraging Hermes. With his eyelids drooping due to a potion's effect wearing off, Prometheus welcomes eternal sleep, relieved to be free from pain and sorrow.;False negative;Question Answering;;disintegration;;0;0;1;0;Prometheus;;0;0;1;0;Zeus;;0;0;1;0;Incorrect;All three elements have FP or FN.;narrator;third;7296
Prometheus, once a respected Titan, is now a shadow of his former self, chained to a mountain as punishment for defying Zeus. His wife, Pronoia, has remarried Hephaestus, and Prometheus realizes he has nothing left to live for. Hermes, sent by Zeus, tries to deceive Prometheus into revealing the name of the sea-goddess Thetis, but Prometheus instead taunts him with a false prophecy about Leto, enraging Hermes. With his eyelids drooping due to a potion's effect wearing off, Prometheus welcomes eternal sleep, relieved to be free from pain and sorrow.;Generic character death;Summary;Generic Character Death;cold;;0;0;1;0;human women;;0;0;1;0;---;;0;0;0;1;Incorrect;Errors but no TPs.;narrator;first;7296
Prometheus, once a respected Titan, is now a shadow of his former self, chained to a mountain as punishment for defying Zeus. His wife, Pronoia, has remarried Hephaestus, and Prometheus realizes he has nothing left to live for. Hermes, sent by Zeus, tries to deceive Prometheus into revealing the name of the sea-goddess Thetis, but Prometheus instead taunts him with a false prophecy about Leto, enraging Hermes. With his eyelids drooping due to a potion's effect wearing off, Prometheus welcomes eternal sleep, relieved to be free from pain and sorrow.;Generic character death;Summary;Generic Character Death;starvation;;0;0;1;0;human women;;0;0;1;0;---;;0;0;0;1;Incorrect;Errors but no TPs.;narrator;first;7296
Prometheus, once a respected Titan, is now a shadow of his former self, chained to a mountain as punishment for defying Zeus. His wife, Pronoia, has remarried Hephaestus, and Prometheus realizes he has nothing left to live for. Hermes, sent by Zeus, tries to deceive Prometheus into revealing the name of the sea-goddess Thetis, but Prometheus instead taunts him with a false prophecy about Leto, enraging Hermes. With his eyelids drooping due to a potion's effect wearing off, Prometheus welcomes eternal sleep, relieved to be free from pain and sorrow.;Generic character death;Summary;Generic Character Death;illness;;0;0;1;0;human women;;0;0;1;0;---;;0;0;0;1;Incorrect;Errors but no TPs.;narrator;first;7296
Prometheus, once a respected Titan, is now a shadow of his former self, chained to a mountain as punishment for defying Zeus. His wife, Pronoia, has remarried Hephaestus, and Prometheus realizes he has nothing left to live for. Hermes, sent by Zeus, tries to deceive Prometheus into revealing the name of the sea-goddess Thetis, but Prometheus instead taunts him with a false prophecy about Leto, enraging Hermes. With his eyelids drooping due to a potion's effect wearing off, Prometheus welcomes eternal sleep, relieved to be free from pain and sorrow.;Generic character death;Summary;Generic Character Death;drowning;;0;0;1;0;human women;;0;0;1;0;---;;0;0;0;1;Incorrect;Errors but no TPs.;narrator;first;7296
Prometheus, once a respected Titan, is now a shadow of his former self, chained to a mountain as punishment for defying Zeus. His wife, Pronoia, has remarried Hephaestus, and Prometheus realizes he has nothing left to live for. Hermes, sent by Zeus, tries to deceive Prometheus into revealing the name of the sea-goddess Thetis, but Prometheus instead taunts him with a false prophecy about Leto, enraging Hermes. With his eyelids drooping due to a potion's effect wearing off, Prometheus welcomes eternal sleep, relieved to be free from pain and sorrow.;False negative;Summary;;self-sacrifice/suicide;;0;0;1;0;Chiron;;0;0;1;0;---;;0;0;0;1;Incorrect;Errors but no TPs.;direct speech;third;7296
"Odysseus returns home to his wife Penelope, but is still haunted by the traumas of war and sea. He recalls the horrors he faced, including the death of Astyanax, although he refuses to share details about his encounters with a goddess and a witch. The text mentions that Odysseus saw the faces of those killed in the war or at sea in his dreams, some of whom were directly his fault. Additionally, the story implies that Eurylochus died during their journey, although the exact circumstances are not specified; however, it is mentioned that Odysseus feels guilty for not trying harder to stop him. The suitors who threatened Penelope and Telemachus are also dead, but the mode of demise is not explicitly stated in the provided text.";;;;;;0;0;0;1;Eurylochus;Eurylochus;1;0;0;0;;;0;0;0;1;Correct;;indirect thought;third;581
"Odysseus returns home to his wife Penelope, but is still haunted by the traumas of war and sea. He recalls the horrors he faced, including the death of Astyanax, although he refuses to share details about his encounters with a goddess and a witch. The text mentions that Odysseus saw the faces of those killed in the war or at sea in his dreams, some of whom were directly his fault. Additionally, the story implies that Eurylochus died during their journey, although the exact circumstances are not specified; however, it is mentioned that Odysseus feels guilty for not trying harder to stop him. The suitors who threatened Penelope and Telemachus are also dead, but the mode of demise is not explicitly stated in the provided text.";False positive;Summary;;;;0;0;0;1;;Astyanax;0;1;0;0;;;0;0;0;1;Incorrect;;;;581
"Odysseus returns home to his wife Penelope, but is still haunted by the traumas of war and sea. He recalls the horrors he faced, including the death of Astyanax, although he refuses to share details about his encounters with a goddess and a witch. The text mentions that Odysseus saw the faces of those killed in the war or at sea in his dreams, some of whom were directly his fault. Additionally, the story implies that Eurylochus died during their journey, although the exact circumstances are not specified; however, it is mentioned that Odysseus feels guilty for not trying harder to stop him. The suitors who threatened Penelope and Telemachus are also dead, but the mode of demise is not explicitly stated in the provided text.";Generic character death;Summary;Generic Character Death;hanging;;0;0;1;0;servant;;0;0;1;0;Odysseus;;0;0;1;0;Incorrect;All three elements have FP or FN.;narrator;third;581
