Error Type;Error Scope;(Major) Character Death Evidence;Presentation_Mode;Narrator_POV;Victim;Victim_P;Victim_TP;Victim_FP;Victim_FN;Victim_TN;Perpetrator;Perpetrator_P;Perpetrator_TP;Perpetrator_FP;Perpetrator_FN;Perpetrator_TN;Mode of Demise;Mode of Demise_P;Mode of Demise_TP;Mode of Demise_FP;Mode of Demise_FN;Mode of Demise_TN;summary_P;Classification;Reason;words
FPFNmaj;SUM;"""He let her see him, with all his divinity, for only a second. Unfortunately, humans were far more fragile than he had ever cared to notice. He refused to look at her corpse, intensely burned in some places, completely raw in others."" [...] ""He only left a note, “Cause of death: divine aura, accident”.""";narrator;third;Semele;Semele;1;0;0;0;Zeus;Hera's actions;0;1;1;0;manipulation, looking at a divine aura;not explicitly detailed;0;1;1;0;Zeus, the king of the gods, became increasingly withdrawn and secretive after a mysterious incident involving his lover Semele. He refused to discuss the matter with Hera, his wife, even when she confronted him about it. Months later, he returned to Olympus but acted as if nothing had happened, further worrying Poseidon and Hades. Zeus eventually revealed that Dionysus, an ascended demigod, was indeed his son by Semele, warning Hera not to harm him. Throughout this time, Zeus’s relationship with Hera deteriorated, marked by infidelity and emotional distance. The story hints at Semele's death, implying her demise was linked to Zeus's distress and Hera's actions, though the exact circumstances are not explicitly detailed in the text.;Partially Correct;Errors in: Perpetrator (FP or FN), Mode of Demise (FP or FN) with at least one TP;1637
FNmaj;SUM;"""What was even worse was how Agamemnon brutally murdered her real husband and son""";indirect thought;third;Klytemnestra's husband and son;;0;0;1;0;Agamemnon;;0;0;1;0;unspecified;;0;0;0;1;Klytemnestra orchestrates the murder of her husband, King Agamemnon, stabbing him three times in the bathtub as an act of revenge for his sacrifice of their daughter, Iphigenia. She then confronts Kassandra, a Trojan princess brought by Agamemnon, who witnesses the murder and expresses satisfaction in seeing revenge fulfilled through another woman. Klytemnestra spares Kassandra when guards approach, focusing instead on her plan to install Aegisthus as the new king while maintaining real power herself.;Incorrect;Errors but no TPs.;6448
MAJ;SUM;"""“…Because he plans to kill your daughter and sacrifice her to Artemis.”"" [...] ""“How can you not? This is your daughter and now you are about to kill your own daughter with the knife in your hands! What kind of man would have a heart like this?”"" [...] ""“Mother, I cannot bear to leave you! I cannot bear to leave this world and enter the dark realm of Hades.""";direct speech;third;Iphigenia;;0;0;1;0;Agamemnon;;0;0;1;0;sacrifice;;0;0;1;0;Klytemnestra orchestrates the murder of her husband, King Agamemnon, stabbing him three times in the bathtub as an act of revenge for his sacrifice of their daughter, Iphigenia. She then confronts Kassandra, a Trojan princess brought by Agamemnon, who witnesses the murder and expresses satisfaction in seeing revenge fulfilled through another woman. Klytemnestra spares Kassandra when guards approach, focusing instead on her plan to install Aegisthus as the new king while maintaining real power herself.;Incorrect;All three elements have FP or FN.;6448
MAJ;SUM;"""She glanced at the two bodies on the ground, and a small smile appeared on her face.""";narrator;third;Kassandra;;0;0;1;0;Klytemnestra;;0;0;1;0;stabbing ;;0;0;1;0;Klytemnestra orchestrates the murder of her husband, King Agamemnon, stabbing him three times in the bathtub as an act of revenge for his sacrifice of their daughter, Iphigenia. She then confronts Kassandra, a Trojan princess brought by Agamemnon, who witnesses the murder and expresses satisfaction in seeing revenge fulfilled through another woman. Klytemnestra spares Kassandra when guards approach, focusing instead on her plan to install Aegisthus as the new king while maintaining real power herself.;Incorrect;All three elements have FP or FN.;6448
;;"""Three sounds of stabbing and a long sound of howling. Agamemnon lay heavily in the bathtub, blood staining the entire pool.""";narrator;third;Agamemnon;King Agamemnon;1;0;0;0;Klytemnestra;Klytemnestra;1;0;0;0;stabbing;stabbing;1;0;0;0;Klytemnestra orchestrates the murder of her husband, King Agamemnon, stabbing him three times in the bathtub as an act of revenge for his sacrifice of their daughter, Iphigenia. She then confronts Kassandra, a Trojan princess brought by Agamemnon, who witnesses the murder and expresses satisfaction in seeing revenge fulfilled through another woman. Klytemnestra spares Kassandra when guards approach, focusing instead on her plan to install Aegisthus as the new king while maintaining real power herself.;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;6448
FNmin;;"""And the small child floating in the middle of it. My heart stopped, I scrambled out of the bushes and ran towards her. Once I finally reached her I pulled her towards me. I brushed the hair out of her face. Her brown eyes stared up towards the sky, lifeless.""";narrator;first;Original Character;;0;0;1;0;---;;0;0;0;1;drowning;;0;0;1;0;;Incorrect;Errors but no TPs.;1974
FP;;;;;;inner child;0;1;0;0;;self-neglect;0;1;0;0;;symbolic death;0;1;0;0;;Incorrect;All three elements have FP or FN.;1974
FNmin;KE;"""“Kore, your action upon the mortals has caused more damage to not only Gaia but also to Olympia. You’ve roamed far enough and left nothing but trails of bodies in your wake. You started small with the crops of the Earth, then to the livestock of all elements, to the bodies of people, you’ve managed to bring forth the wake of an armageddon.”""";direct speech;first;mortals;people;1;0;0;0;Persephone;Kore;1;0;0;0;starvation;unspecified;0;0;1;0;In the story, Kore, a being with a mortal heart, stands trial before Zeus and other gods for her destructive actions among mortals, which have caused harm to Gaia and Olympus. Zeus accuses Kore of leaving trails of death, including crops, livestock, and people, bringing forth an armageddon-like devastation. As Zeus condemns her, his words are accompanied by lightning that causes Kore physical pain, forcing her to her knees. Her mother, Demeter, intervenes, fearing for Kore's life and asserting that a goddess is dying. Zeus silences the assembly but shows concern for the danger Kore's actions pose to both gods and mortals. The story highlights Kore's perceived monstrosity, the gods' indifference, and the unfolding drama of her potential demise.;Partially Correct;Errors in: Mode of Demise (FP or FN) with at least one TP;574
MAJ;KE;"""The lighting rippled down to his fingertips as he raised a sharp finger toward me. Another ache shot through like burning ice and I finally fell to my knees in a weakened gasp."" [...] "" “Zeus!” Demeter yelled. “She is dying! A Goddess is dying!"""" ";direct speech;first;Persephone;;0;0;1;0;Zeus;;0;0;1;0;struck by lightening;;0;0;1;0;In the story, Kore, a being with a mortal heart, stands trial before Zeus and other gods for her destructive actions among mortals, which have caused harm to Gaia and Olympus. Zeus accuses Kore of leaving trails of death, including crops, livestock, and people, bringing forth an armageddon-like devastation. As Zeus condemns her, his words are accompanied by lightning that causes Kore physical pain, forcing her to her knees. Her mother, Demeter, intervenes, fearing for Kore's life and asserting that a goddess is dying. Zeus silences the assembly but shows concern for the danger Kore's actions pose to both gods and mortals. The story highlights Kore's perceived monstrosity, the gods' indifference, and the unfolding drama of her potential demise.;Incorrect;All three elements have FP or FN.;574
;;"""This angered Dionysus, and he ordered the Maenads, already frenzied by Orpheus’s rejection, to tear the former musician to pieces. Orpheus, thinking of his lover in the underworld, did not struggle. When the deed was done, the Maenads feared the repercussions of their murder.""";narrator;third;Orpheus;Orpheus;1;0;0;0;Maenads;Maenads;1;0;0;0;tearing to pieces;tearing to pieces;1;0;0;0;Orpheus, grief-stricken over losing Eurydice when he turned around during their ascent from the underworld, abandoned his music and fell out of favor with his fans and friends. Refusing the advances of Dionysus's followers, the Maenads, who begged him to sing and love them, Orpheus sought solace in his mother Calliope and Apollo. Dionysus, jealous of Orpheus's devotion to Eurydice, offered him treasures but was rebuffed, leading Dionysus to order the Maenads to tear Orpheus apart. The Maenads, frenzied by rejection, killed Orpheus, who did not resist, thinking of his lost lover. They disposed of his remains in a river, which were later recovered and buried by Calliope beside Eurydice. Reunited in death, Orpheus and Eurydice's voices echoed eternally in the underworld, while grief for the musician spread above.;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;400
MIN;KE;"""Many men were sent to slay Medusa only to be frozen in stone added to the lover's garden as decoration.""";narrator;third;many men;;0;0;1;0;Medusa;;0;0;1;0;petrification;;0;0;1;0;In a battle over a city, Wisdom (Athena) triumphed over Sea (Poseidon), establishing her temple where only women could serve as priestesses. A young girl joined the temple and grew into Medusa, a beautiful woman who captivated Athena's heart. Athena transformed Medusa into a powerful being with impenetrable skin, venomous teeth, and the ability to turn men to stone, protecting her from Poseidon's sabotage. The two lovers lived happily on a secluded beach until Thunder (Zeus) pressured Athena to help his son Perseus defeat Medusa, fearing destruction of his cities. Reluctantly, Athena provided Perseus with her shield, leading to Medusa's beheading by Perseus. Discovering Medusa's mutilated corpse, Athena mourned and buried her, vowing never to aid Zeus's children again. The story ends with Athena's grief over losing her lover due to the jealousy of Thunder (Zeus) and Poseidon.;Incorrect;All three elements have FP or FN.;1154
